Year,Rank,Title,Author,Cover,Rating,Reviews,Price,Genre,Sub-Genres
2011,41,The Help,Kathryn Stockett,Paperback,4.8 out of 5 stars,"34,789",$10.89,Fiction,"Historical Fiction, Adult"
2011,42,"Thinking, Fast and Slow",Daniel Kahneman,Hardcover,4.6 out of 5 stars,"45,309",$20.49,Nonfiction,"Psychology, Self Help, Business, Personal Development, Philosophy"
2011,43,The Paris Wife: A Novel,Paula McLain,Hardcover,4.3 out of 5 stars,"13,843",$17.90,Fiction,"Historical Fiction, Romance"
2011,44,Radical: Taking Back Your Faith from the American Dream,David Platt,Paperback,4.7 out of 5 stars,"3,327",$9.35,Nonfiction,Religion
2011,45,The Art of Racing in the Rain: A Novel,Garth Stein,Paperback,4.6 out of 5 stars,"33,491",$10.89,Fiction,Adult
2011,46,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,Paperback,4.5 out of 5 stars,887,$11.15,Nonfiction,"Education, Reference, Leadership"
2011,47,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,Paperback,4.5 out of 5 stars,"11,289",$12.69,Nonfiction,"Nutrition, Self Help, Cookbooks"
2011,48,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Thomas Campbell,Paperback,4.7 out of 5 stars,"6,433",$19.39,Nonfiction,"Nutrition, Science, Self Help"
2011,49,What to Expect When You're Expecting,Heidi Murkoff,Paperback,4.5 out of 5 stars,"2,110",$20.89,Nonfiction,"Parenting, Self Help, Reference, Adult"
2012,1,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series, 1)",E L James,Paperback,4.2 out of 5 stars,"112,947",$14.46,Fiction,"Adult, Chick Lit"
2012,2,Fifty Shades Darker,E. L. James,Paperback,4.5 out of 5 stars,"76,974",$7.26,Fiction,"Romance, Adult"
2012,3,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades of Grey Series, 3)",E L James,Paperback,4.5 out of 5 stars,"62,590",$8.68,Fiction,"Romance, Adult"
2012,4,The Hunger Games (Book 1),Suzanne Collins,Paperback,4.7 out of 5 stars,"91,626",$9.20,Fiction,"Young Adult, Fantasy, Science Fiction"
2012,5,StrengthsFinder 2.0,Gallup,Hardcover,4.1 out of 5 stars,"8,376",$22.91,Nonfiction,"Business, Self Help, Leadership, Personal Development, Psychology, Reference"
2012,6,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,Paperback,4.6 out of 5 stars,"72,778",$23.73,Fiction,"Romance, Adult"
2012,7,Catching Fire (The Hunger Games),Suzanne Collins,Hardcover,4.7 out of 5 stars,"73,852",$12.64,Fiction,"Young Adult, Fantasy, Science Fiction, Romance"
2012,8,Mockingjay (The Hunger Games),Suzanne Collins,Hardcover,4.6 out of 5 stars,"88,444",$12.17,Fiction,"Young Adult, Fantasy, Science Fiction, Romance, Adventure"
2012,9,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,Hardcover,4.7 out of 5 stars,"22,079",$7.91,Fiction,"Fantasy, Epic Fantasy, Adventure"
2012,10,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,Hardcover,4.6 out of 5 stars,"14,504",$12.78,Nonfiction,"History, Biography, Memoir"
2012,11,The Hunger Games Trilogy Boxed Set,Suzanne Collins,Hardcover,4.8 out of 5 stars,"49,635",$59.00,Fiction,"Young Adult, Fantasy, Science Fiction, Romance, Adventure"
2012,12,Gone Girl,Gillian Flynn,Hardcover,4.1 out of 5 stars,"164,794",$12.94,Fiction,"Mystery, Thriller, Crime"
2012,13,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,Hardcover,4.8 out of 5 stars,"35,003",$12.18,Fiction,"Fantasy, Mythology, Young Adult, Adventure"
2012,14,The Official SAT Study Guide,The College Board,Paperback,4.4 out of 5 stars,"1,575",$47.47,Nonfiction,"Reference, Education, Childrens"
2012,15,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,Mass Market Paperback,4.7 out of 5 stars,"8,422",$13.96,Fiction,"Fantasy, Adventure, Dragons"
2012,16,Killing Kennedy: The End of Camelot (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,4.5 out of 5 stars,"15,778",$16.07,Nonfiction,"History, Biography, Politics"
2012,17,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,4.6 out of 5 stars,"15,221",$18.87,Nonfiction,"History, Biography"
2012,18,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,4.7 out of 5 stars,"76,276",$16.01,Nonfiction,"History, Biography"
2012,19,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,Paperback,4.4 out of 5 stars,"24,614",$10.99,Nonfiction,"Spirituality, Memoir, Biography, Science, Medical"
2012,20,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,4.7 out of 5 stars,"5,068",$4.00,Nonfiction,"Self Help, Psychology, Personal Development"
2012,21,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,Hardcover,4.8 out of 5 stars,"2,701",$19.25,Nonfiction,"Cookbooks, Reference"
2012,22,"Thinking, Fast and Slow",Daniel Kahneman,Hardcover,4.6 out of 5 stars,"45,309",$20.49,Nonfiction,"Psychology, Self Help, Business, Personal Development, Philosophy"
2012,23,The Casual Vacancy,J.K. Rowling,Hardcover,3.6 out of 5 stars,"21,459",$11.09,Fiction,"Mystery, Adult, Drama"
2012,24,The Harbinger: The Ancient Mystery That Holds the Secret of America's Future,Jonathan Cahn,Paperback,4.7 out of 5 stars,"25,101",$8.14,Fiction,"Fantasy, Romance, Young Adult, Paranormal, Urban Fantasy"
2012,25,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Hardcover,4.6 out of 5 stars,"38,993",$16.69,Nonfiction,"Self Help, Business, Personal Development, Psychology, Leadership"
2012,26,Steve Jobs,Walter Isaacson,Hardcover,4.7 out of 5 stars,"25,186",$20.00,Nonfiction,"Biography, Business, History"
2012,27,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Hardcover,4.4 out of 5 stars,"10,909",$14.00,Nonfiction,"Nutrition, Self Help, Science"
2012,28,"Oh, the Places You'll Go!",Dr. Seuss,Hardcover,4.9 out of 5 stars,"51,935",$9.81,Fiction,"Childrens, Fantasy, Young Adult"
2012,29,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,4.6 out of 5 stars,"1,803",$20.47,Nonfiction,"Self Help, Business, Personal Development, Psychology, Leadership"
2012,30,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick M. Lencioni,Hardcover,4.6 out of 5 stars,"13,475",$9.49,Nonfiction,"Business, Leadership, Management, Self Help, Personal Development"
2012,31,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Hardcover,4.5 out of 5 stars,"34,233",$13.62,Fiction,Historical Fiction
2012,32,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,4.6 out of 5 stars,"8,520",$8.31,Fiction,"Historical Fiction, Romance"
2012,33,The Racketeer,John Grisham,Hardcover,4.3 out of 5 stars,"72,903",$13.50,Fiction,"Mystery, Thriller, Crime"
2012,34,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now! (The Dr. Mark Hyman Library, 1)",Mark Hyman M.D.,Hardcover,4.3 out of 5 stars,"2,789",$26.34,Nonfiction,"Nutrition, Self Help, Cookbooks"
2012,35,"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,Hardcover,4.9 out of 5 stars,"24,866",$11.64,Fiction,Childrens
2012,36,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,4.6 out of 5 stars,"29,318",$8.69,Nonfiction,"Science, History, Biography, Medical"
2012,37,The Fault in Our Stars,John Green,Hardcover,4.6 out of 5 stars,"161,692",$10.47,Fiction,Young Adult
2012,38,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,Hardcover,4.8 out of 5 stars,"10,972",$10.99,Fiction,"Fantasy, Mythology, Young Adult, Adventure, Magic"
2012,39,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,Hardcover,4.6 out of 5 stars,"5,937",$19.61,Nonfiction,"Spirituality, Self Help"
2012,40,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Hardcover,4.4 out of 5 stars,"74,632",$15.74,Fiction,"Horror, Fantasy"
2012,41,Winter of the World: Book Two of the Century Trilogy,Ken Follett,Hardcover,4.5 out of 5 stars,"51,814",$13.71,Fiction,Historical Fiction
2012,42,The Pioneer Woman Cooks―Food from My Frontier,Ree Drummond,Hardcover,4.8 out of 5 stars,"4,893",$17.88,Nonfiction,"Cookbooks, Reference, Adult"
2012,43,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,Hardcover,4.5 out of 5 stars,"10,322",$20.87,Nonfiction,"Childrens, Reference, Art"
2012,44,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,Paperback,4.6 out of 5 stars,"25,158",$10.86,Nonfiction,"Religion, Memoir, Spirituality, Biography"
2012,45,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,4.9 out of 5 stars,"41,575",$7.29,Nonfiction,"Religion, Spirituality"
2012,46,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,Paperback,4.5 out of 5 stars,"11,289",$12.69,Nonfiction,"Nutrition, Self Help, Cookbooks"
2012,47,Thomas Jefferson: The Art of Power,Jon Meacham,Hardcover,4.5 out of 5 stars,"4,293",$19.67,Nonfiction,"History, Biography, Adventure"
2012,48,"Good to Great: Why Some Companies Make the Leap...And Others Don't (Good to Great, 1)",Jim Collins,Hardcover,4.5 out of 5 stars,"9,069",$19.25,Nonfiction,"Business, Leadership, Management, Self Help"
2012,49,The Amateur,Edward Klein,Hardcover,4.4 out of 5 stars,"3,271",$11.91,Fiction,"Literary Fiction, Historical Fiction"
2013,1,StrengthsFinder 2.0,Gallup,Hardcover,4.1 out of 5 stars,"8,376",$22.91,Nonfiction,"Business, Self Help, Leadership, Personal Development, Psychology, Reference"
2013,2,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Hardcover,4.5 out of 5 stars,"17,333",$15.40,Nonfiction,"Business, Self Help, Leadership"
2013,3,"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,Hardcover,4.6 out of 5 stars,"27,851",$8.19,Fiction,"Childrens, Young Adult"
2013,4,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,Hardcover,4.9 out of 5 stars,"10,251",$12.00,Fiction,"Historical Fiction, Childrens, Young Adult, Time Travel, Fantasy"
2013,5,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,4.9 out of 5 stars,"41,575",$7.29,Nonfiction,"Religion, Spirituality"
2013,6,Inferno: A Novel (Robert Langdon),Dan Brown,Hardcover,4.2 out of 5 stars,"83,214",$14.91,Fiction,"Thriller, Mystery, Historical Fiction, Adventure"
2013,7,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,Hardcover,4.8 out of 5 stars,"37,386",$12.18,Fiction,"Fantasy, Mythology, Young Adult, Adventure"
2013,8,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,Hardcover,4.6 out of 5 stars,"11,008",$13.30,Nonfiction,"Politics, History, Biography, Philosophy"
2013,9,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,4.6 out of 5 stars,"8,520",$8.31,Fiction,"Historical Fiction, Romance"
2013,10,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,4.5 out of 5 stars,"21,270",$20.35,Nonfiction,"History, Religion, Biography"
2013,11,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,Paperback,4.4 out of 5 stars,"24,614",$10.99,Nonfiction,"Spirituality, Memoir, Biography, Science, Medical"
2013,12,The Official SAT Study Guide,The College Board,Paperback,4.4 out of 5 stars,"1,575",$47.47,Nonfiction,"Reference, Education, Childrens"
2013,13,The Fault in Our Stars,John Green,Hardcover,4.6 out of 5 stars,"161,692",$10.47,Fiction,Young Adult
2013,14,The Book Thief,Markus Zusak,Paperback,4.6 out of 5 stars,"71,129",$7.43,Fiction,"Historical Fiction, Young Adult"
2013,15,Wonder,R. J. Palacio,Hardcover,4.7 out of 5 stars,"66,837",$10.29,Fiction,"Young Adult, Childrens"
2013,16,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,4.7 out of 5 stars,"5,068",$4.00,Nonfiction,"Self Help, Psychology, Personal Development"
2013,17,Divergent,Veronica Roth,Paperback,4.7 out of 5 stars,"18,667",$11.35,Fiction,"Young Adult, Fantasy, Science Fiction, Romance"
2013,18,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,4.6 out of 5 stars,"12,077",$4.64,Nonfiction,"Childrens, Reference, Comedy"
2013,19,"Oh, the Places You'll Go!",Dr. Seuss,Hardcover,4.9 out of 5 stars,"51,935",$9.81,Fiction,"Childrens, Fantasy, Young Adult"
2013,20,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,Hardcover,4.4 out of 5 stars,"13,935",$12.05,Nonfiction,"Psychology, Business, Self Help, Sociology, Science"
2013,21,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,Mass Market Paperback,4.7 out of 5 stars,"8,422",$13.96,Fiction,"Fantasy, Adventure, Dragons"
2013,22,"Allegiant (Divergent Series, 3)",Veronica Roth,Hardcover,4.1 out of 5 stars,"66,704",$10.44,Fiction,"Young Adult, Fantasy, Science Fiction, Romance, Adventure"
2013,23,And the Mountains Echoed,Khaled Hosseini,Hardcover,4.3 out of 5 stars,"41,792",$15.46,Fiction,"Historical Fiction, Literary Fiction, Adult"
2013,24,Humans of New York,Brandon Stanton,Hardcover,4.8 out of 5 stars,"5,628",$15.67,Nonfiction,"Art, Biography, Adult"
2013,25,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,Hardcover,4.9 out of 5 stars,"11,005",$23.60,Fiction,"Fantasy, Art, Gaming, Reference"
2013,26,Doctor Sleep: A Novel,Stephen King,Hardcover,4.6 out of 5 stars,"42,448",$16.95,Fiction,"Horror, Thriller, Fantasy, Paranormal"
2013,27,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays),Rob Elliott,Paperback,4.5 out of 5 stars,"6,092",$4.64,Fiction,Childrens
2013,28,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Hardcover,4.1 out of 5 stars,"127,445",$19.25,Fiction,"Literary Fiction, Mystery, Art"
2013,29,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,4.7 out of 5 stars,"116,235",$7.05,Nonfiction,"Self Help, Spirituality, Philosophy, Personal Development, Psychology"
2013,30,Gone Girl,Gillian Flynn,Hardcover,4.1 out of 5 stars,"164,794",$12.94,Fiction,"Mystery, Thriller, Crime"
2013,31,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,Hardcover,4.5 out of 5 stars,"10,668",$19.94,Nonfiction,"History, Biography"
2013,32,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Paperback,4.5 out of 5 stars,"34,233",$10.86,Fiction,Historical Fiction
2013,33,"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,Hardcover,4.9 out of 5 stars,"24,866",$11.64,Fiction,Childrens
2013,34,Sycamore Row (Jake Brigance),John Grisham,Hardcover,4.4 out of 5 stars,"95,794",$14.85,Fiction,"Mystery, Thriller, Crime"
2013,35,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Hardcover,4.4 out of 5 stars,"10,909",$14.00,Nonfiction,"Nutrition, Self Help, Science"
2013,36,"The Pioneer Woman Cooks―A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,Hardcover,4.8 out of 5 stars,"5,290",$23.99,Nonfiction,"Cookbooks, Reference"
2013,37,The Day the Crayons Quit,Drew Daywalt,Hardcover,4.8 out of 5 stars,"24,150",$9.50,Fiction,"Childrens, Art, Fantasy"
2013,38,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,Hardcover,4.7 out of 5 stars,"5,931",$16.25,Fiction,"Romance, Adult, Chick Lit"
2013,39,The Very Hungry Caterpillar,Eric Carle,Board book,4.9 out of 5 stars,"76,343",$6.79,Fiction,Childrens
2013,40,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Hardcover,4.7 out of 5 stars,"30,471",$14.63,Nonfiction,"Self Help, Psychology, Personal Development, Leadership, Parenting"
2013,41,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,4.6 out of 5 stars,"1,803",$20.47,Nonfiction,"Self Help, Business, Personal Development, Psychology, Leadership"
2013,42,Joyland (Hard Case Crime),Stephen King,Paperback,4.5 out of 5 stars,"18,087",$12.51,Fiction,"Horror, Mystery, Thriller, Crime"
2013,43,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series, 1)",E L James,Paperback,4.2 out of 5 stars,"112,947",$14.46,Fiction,"Adult, Chick Lit"
2013,44,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,Hardcover,4.6 out of 5 stars,291,$16.00,Nonfiction,"Spirituality, Personal Development"
2013,45,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,Hardcover,4.2 out of 5 stars,"3,368",$13.05,Fiction,"Mystery, Historical Fiction"
2013,46,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,Paperback,4.6 out of 5 stars,"13,091",$11.57,Nonfiction,"Memoir, Comedy, Biography"
2013,47,To Kill a Mockingbird,Harper Lee,Mass Market Paperback,4.7 out of 5 stars,"139,082",$16.95,Fiction,"Historical Fiction, Young Adult"
2013,48,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick M. Lencioni,Hardcover,4.6 out of 5 stars,"13,475",$9.49,Nonfiction,"Business, Leadership, Management, Self Help, Personal Development"
2014,1,StrengthsFinder 2.0,Gallup,Hardcover,4.1 out of 5 stars,"8,376",$22.91,Nonfiction,"Business, Self Help, Leadership, Personal Development, Psychology, Reference"
2014,2,Frozen (Little Golden Book),RH Disney,Hardcover,4.7 out of 5 stars,"8,566",$0.59,Fiction,"Historical Fiction, Mystery, Thriller"
2014,3,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,4.6 out of 5 stars,"12,077",$4.64,Nonfiction,"Childrens, Reference, Comedy"
2014,4,The Fault in Our Stars,John Green,Paperback,4.6 out of 5 stars,"161,692",$9.09,Fiction,Young Adult
2014,5,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,Hardcover,4.6 out of 5 stars,"31,392",$8.43,Fiction,"Childrens, Young Adult"
2014,6,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,4.6 out of 5 stars,"19,949",$13.64,Nonfiction,"History, Biography"
2014,7,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Hardcover,4.6 out of 5 stars,"30,833",$2.32,Nonfiction,"Science, Comedy"
2014,8,The Blood of Olympus (The Heroes of Olympus),Rick Riordan,Hardcover,4.8 out of 5 stars,"45,491",$18.59,Fiction,"Fantasy, Mythology, Young Adult, Adventure"
2014,9,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,4.9 out of 5 stars,"41,575",$7.29,Nonfiction,"Religion, Spirituality"
2014,10,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Paperback,4.7 out of 5 stars,"76,276",$10.86,Nonfiction,"History, Biography"
2014,11,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,Paperback,4.6 out of 5 stars,"5,081",$5.88,N/A,N/A
2014,12,The Day the Crayons Quit,Drew Daywalt,Hardcover,4.8 out of 5 stars,"24,150",$9.50,Fiction,"Childrens, Art, Fantasy"
2014,13,Divergent,Veronica Roth,Paperback,4.7 out of 5 stars,"18,667",$11.35,Fiction,"Young Adult, Fantasy, Science Fiction, Romance"
2014,14,The Fault in Our Stars,John Green,Hardcover,4.6 out of 5 stars,"161,692",$10.47,Fiction,Young Adult
2014,15,"Oh, the Places You'll Go!",Dr. Seuss,Hardcover,4.9 out of 5 stars,"51,935",$9.81,Fiction,"Childrens, Fantasy, Young Adult"
2014,16,To Kill a Mockingbird,Harper Lee,Mass Market Paperback,4.7 out of 5 stars,"139,082",$16.95,Fiction,"Historical Fiction, Young Adult"
2014,17,Gone Girl,Gillian Flynn,Paperback,4.1 out of 5 stars,"164,794",$12.94,Fiction,"Mystery, Thriller, Crime"
2014,18,The Book Thief,Markus Zusak,Paperback,4.6 out of 5 stars,"71,129",$7.43,Fiction,"Historical Fiction, Young Adult"
2014,19,The Official SAT Study Guide,The College Board,Paperback,4.4 out of 5 stars,"1,575",$47.47,Nonfiction,"Reference, Education, Childrens"
2014,20,Humans of New York,Brandon Stanton,Hardcover,4.8 out of 5 stars,"5,628",$15.67,Nonfiction,"Art, Biography, Adult"
2014,21,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Hardcover,4.1 out of 5 stars,"127,445",$19.25,Fiction,"Literary Fiction, Mystery, Art"
2014,22,Wonder,R. J. Palacio,Hardcover,4.7 out of 5 stars,"66,837",$10.29,Fiction,"Young Adult, Childrens"
2014,23,The Book with No Pictures,B. J. Novak,Hardcover,4.8 out of 5 stars,"20,045",$11.49,Fiction,Childrens
2014,24,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,Hardcover,4.9 out of 5 stars,"5,538",$13.19,Fiction,"Historical Fiction, Childrens, Young Adult, Time Travel"
2014,25,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,4.7 out of 5 stars,"5,068",$4.00,Nonfiction,"Self Help, Psychology, Personal Development"
2014,26,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays),Rob Elliott,Paperback,4.5 out of 5 stars,"6,092",$4.64,Fiction,Childrens
2014,27,JOURNEY TO THE ICE P,RH Disney,Paperback,4.6 out of 5 stars,"1,111",$1.21,Other,Childrens
2014,28,Little Blue Truck,Alice Schertle,Board book,4.9 out of 5 stars,"1,960",$1.35,Fiction,Childrens
2014,29,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,Hardcover,4.6 out of 5 stars,"2,596",$18.55,Nonfiction,"Cookbooks, Reference"
2014,30,First 100 Words: A Padded Board Book,Roger Priddy,Board book,4.7 out of 5 stars,"38,571",$4.06,Nonfiction,Childrens
2014,31,If I Stay,Gayle Forman,Paperback,4.3 out of 5 stars,"26,072",$7.42,Fiction,"Young Adult, Romance"
2014,32,George R. R. Martin's A Game of Thrones 5-Book Boxed Set (Song of Ice and Fire Series) (A Song of Ice and Fire),George R. R. Martin,Mass Market Paperback,4.7 out of 5 stars,"54,253",$34.98,Fiction,"Fantasy, Adventure, Dragons"
2014,33,Insurgent (Divergent),Veronica Roth,Hardcover,4.5 out of 5 stars,"59,181",$11.10,Fiction,"Young Adult, Fantasy, Science Fiction, Romance, Adventure"
2014,34,Capital in the Twenty First Century,Thomas Piketty,Hardcover,4.5 out of 5 stars,"5,536",$28.44,Nonfiction,"Economics, Politics, History, Business, Finance, Philosophy"
2014,35,Orphan Train: A Novel,Christina Baker Kline,Paperback,4.5 out of 5 stars,"79,913",$13.59,Fiction,"Historical Fiction, Adult"
2014,36,Mindset: The New Psychology of Success,Carol S. Dweck,Paperback,4.6 out of 5 stars,"22,081",$10.94,Nonfiction,"Psychology, Self Help, Business, Personal Development, Leadership, Parenting"
2014,37,How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,4.7 out of 5 stars,"33,853",$9.99,Nonfiction,"Self Help, Business, Psychology, Personal Development, Leadership"
2014,38,The Very Hungry Caterpillar,Eric Carle,Board book,4.9 out of 5 stars,"76,343",$6.79,Fiction,Childrens
2014,39,All the Light We Cannot See,Anthony Doerr,Hardcover,4.5 out of 5 stars,"230,244",$17.88,Fiction,"Historical Fiction, Adult"
2014,40,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,Hardcover,4.5 out of 5 stars,"11,129",$12.97,Nonfiction,"Nutrition, Science, Self Help"
2014,41,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,4.7 out of 5 stars,"76,276",$16.01,Nonfiction,"History, Biography"
2014,42,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Hardcover,4.6 out of 5 stars,"15,138",$27.99,Nonfiction,"Cookbooks, Reference"
2014,43,The Alchemist,Paulo Coelho,Paperback,4.7 out of 5 stars,"4,061",$13.00,Fiction,"Fantasy, Philosophy, Self Help, Spirituality"
2014,44,Looking for Alaska,John Green,Paperback,4.5 out of 5 stars,"32,694",$7.14,Fiction,"Young Adult, Romance"
2014,45,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,4.6 out of 5 stars,"8,520",$8.31,Fiction,"Historical Fiction, Romance"
2014,46,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Paperback,4.7 out of 5 stars,"90,833",$11.79,Nonfiction,"History, Biography"
2014,47,Love You Forever,Robert Munsch,Paperback,4.9 out of 5 stars,"62,093",$4.98,Fiction,Childrens
2014,48,The Maze Runner (Book 1),James Dashner,Paperback,4.5 out of 5 stars,"44,032",$7.99,Fiction,"Young Adult, Science Fiction, Fantasy"
2015,1,First 100 Words: A Padded Board Book,Roger Priddy,Board book,4.7 out of 5 stars,"38,571",$4.06,Nonfiction,Childrens
2015,2,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Hardcover,4.5 out of 5 stars,"59,199",$8.56,Nonfiction,"Self Help, Personal Development, Psychology"
2015,3,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,4.6 out of 5 stars,"12,077",$4.64,Nonfiction,"Childrens, Reference, Comedy"
2015,4,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,Paperback,4.7 out of 5 stars,"15,884",$11.35,Fiction,"Childrens, Young Adult, Historical Fiction"
